,ell,TT_out,EE_out,BB_out,TT_in,EE_in,BB_in,wl_TT,wl_EE,wl_BB
234,236,2.6285790372739713e-06,6.415132161749511e-10,4.249263481214435e-13,3.2049816791277376e-06,7.804787853971496e-10,9.882220707602447e-14,0.0023777172571865725,0.0023787624223293867,0.0023787624223293867
235,237,2.4214181424191388e-06,6.293929831569471e-10,4.777398445567941e-13,3.0013977154214836e-06,7.722189380746227e-10,1.7450104864345918e-13,0.002258053506766414,0.0022590460717186803,0.0022590460717186803
236,238,2.2987378214968746e-06,5.593962327283281e-10,4.0907772292361345e-13,2.8663706544259706e-06,6.994158680147152e-10,9.037453259913084e-14,0.0021439409420679007,0.0021448833469455745,0.0021448833469455745
237,239,1.9043754430915805e-06,4.969200033503006e-10,4.904485586027527e-13,2.4061027678771205e-06,6.265414256001916e-10,1.6248022286135177e-13,0.002035147905941724,0.0020360424890320107,0.0020360424890320107
238,240,1.5469077364643092e-06,4.407066816608474e-10,3.6860297001360266e-13,1.977409504832711e-06,5.625079254650113e-10,5.951482124692855e-14,0.0019314510550874542,0.0019323000565032986,0.0019323000565032986
239,241,1.3836560802898944e-06,4.2214189285015486e-10,4.0579386664569194e-13,1.79620823975098e-06,5.453972259308602e-10,1.4442613243247845e-13,0.0018326351294525227,0.001833440694685736,0.001833440694685736
240,242,1.2846736360001114e-06,3.5425570402954206e-10,3.5050903834445143e-13,1.689498006161002e-06,4.646971021130147e-10,5.900415171676674e-14,0.0017384927247045085,0.0017392569080788797,0.0017392569080788797
241,243,8.608746418492109e-07,3.0942787530669937e-10,3.558302539918687e-13,1.1365761261164472e-06,4.130784616652248e-10,1.4842933706969013e-13,0.0016488240679123937,0.0016495488359381996,0.0016495488359381996
242,244,1.0738350903177231e-06,3.1674479244852996e-10,3.273952377970786e-13,1.4578834062501161e-06,4.272874688903086e-10,4.86517008010189e-14,0.0015634367965606446,0.0015641240311920204,0.0015641240311920204
243,245,9.08057270882191e-07,2.958700042691184e-10,3.2051789964931216e-13,1.250906089159892e-06,4.07210076286565e-10,1.4136371032970917e-13,0.001482145741008683,0.001482797242805371,0.001482797242805371
244,246,7.262871837583616e-07,2.446872697144601e-10,3.2686399943784527e-13,1.0238693317490042e-06,3.4454449806381924e-10,4.1644045839026025e-14,0.0014047727104973282,0.0014053902016923604,0.0014053902016923604
245,247,7.11968821341779e-07,2.484743571382864e-10,3.09556564324329e-13,1.0354581514962304e-06,3.5044868447403974e-10,1.4590092715489457e-13,0.0013311462827932424,0.0013317314102681587,0.0013317314102681587
246,248,5.609765555388237e-07,2.110350492290008e-10,2.984043009172847e-13,8.225588505885716e-07,3.1077055839664094e-10,4.137650230433623e-14,0.0012611015975522379,0.0012616559357214736,0.0012616559357214736
247,249,5.469526794185035e-07,2.013017129877788e-10,3.509117111404673e-13,8.171454224607125e-07,3.004637175467368e-10,1.3844589573821426e-13,0.0011944801534725298,0.0011950052070786386,0.0011950052070786386
248,250,4.0263624370405007e-07,1.723915603990343e-10,2.97344221804728e-13,6.176373642823629e-07,2.6554659674265847e-10,4.0612347424784524e-14,0.0011311296092996158,0.0011316268161210205,0.0011316268161210205
249,251,3.553795478086093e-07,1.6550500568520885e-10,4.071973805850767e-13,5.599183661325564e-07,2.601880441961287e-10,1.355158706668598e-13,0.0010709035887354658,0.0010713743222084547,0.0010713743222084547
250,252,3.0465934238494574e-07,1.3534580485088157e-10,3.052129707419909e-13,4.881289378775942e-07,2.2217719536289597e-10,3.755905304691696e-14,0.0010136614892960808,0.0010141070610527828,0.0010141070610527828
